day,scenario,activity,class,is_anomaly,start,end,duration_sec
2025-01-11,morning,Eat breakfast,normal,0,2025-01-11 06:32:39,2025-01-11 06:39:15,395
2025-01-11,morning,Wash dishes,normal,0,2025-01-11 06:39:15,2025-01-11 06:49:24,609
2025-01-11,morning,Go to toilet,normal,0,2025-01-11 06:49:24,2025-01-11 06:51:27,122
2025-01-11,morning,Bathe,normal,0,2025-01-11 06:51:27,2025-01-11 06:58:41,433
2025-01-11,morning,Go to toilet,normal,0,2025-01-11 06:58:41,2025-01-11 07:00:28,107
2025-01-11,morning,Leave home,normal,0,2025-01-11 07:00:28,2025-01-11 07:00:53,24
2025-01-11,noon,Enter home,normal,0,2025-01-11 12:00:00,2025-01-11 12:00:14,14
2025-01-11,noon,Cook lunch,normal,0,2025-01-11 12:00:14,2025-01-11 12:05:43,329
2025-01-11,noon,Eat lunch,normal,0,2025-01-11 12:05:43,2025-01-11 12:13:00,436
2025-01-11,noon,Wash dishes,normal,0,2025-01-11 12:13:00,2025-01-11 12:22:59,599
2025-01-11,noon,Go to toilet,normal,0,2025-01-11 12:22:59,2025-01-11 12:24:24,85
2025-01-11,noon,Leave home,normal,0,2025-01-11 12:24:24,2025-01-11 12:24:49,24
2025-01-11,evening,Enter home,normal,0,2025-01-11 19:00:00,2025-01-11 19:00:14,14
2025-01-11,evening,Cook dinner,normal,0,2025-01-11 19:00:14,2025-01-11 19:08:53,519
2025-01-11,evening,Eat dinner,normal,0,2025-01-11 19:08:53,2025-01-11 19:16:33,459
2025-01-11,evening,Wash dishes,normal,0,2025-01-11 19:16:33,2025-01-11 19:24:50,497
2025-01-11,evening,Go to toilet,normal,0,2025-01-11 19:24:50,2025-01-11 19:26:51,120
2025-01-11,evening,Watch TV,normal,0,2025-01-11 19:26:51,2025-01-11 19:44:35,1063
2025-01-11,evening,Bathe,normal,0,2025-01-11 19:44:35,2025-01-11 19:52:20,465
2025-01-11,evening,Read,normal,0,2025-01-11 19:52:20,2025-01-11 20:04:02,702
2025-01-11,evening,Go to toilet,normal,0,2025-01-11 20:04:02,2025-01-11 20:05:49,107
2025-01-11,evening,Read,normal,0,2025-01-11 20:05:49,2025-01-11 20:16:22,632
2025-01-11,evening,Missed medication,missed_medication,1,2025-01-11 20:16:22,2025-01-11 20:17:16,54
2025-01-11,evening,Sleep,normal,0,2025-01-11 20:17:16,2025-01-11 20:48:18,1862
2025-01-11,evening,Read,normal,0,2025-01-11 20:48:18,2025-01-11 20:59:29,670
2025-01-11,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-11 22:00:00,2025-01-11 23:33:07,5587
2025-01-12,morning,Sleep in Bed,normal,0,2025-01-12 08:00:00,2025-01-12 08:26:38,1598
2025-01-12,morning,Take medication,normal,0,2025-01-12 08:26:38,2025-01-12 08:27:26,47
2025-01-12,morning,Go to toilet,normal,0,2025-01-12 08:27:26,2025-01-12 08:30:03,157
2025-01-12,morning,Dress,normal,0,2025-01-12 08:30:03,2025-01-12 08:32:34,150
2025-01-12,morning,Cook breakfast,normal,0,2025-01-12 08:32:34,2025-01-12 08:39:45,430
2025-01-12,morning,Go to toilet,normal,0,2025-01-12 08:39:45,2025-01-12 08:42:17,151
2025-01-12,morning,Eat breakfast,normal,0,2025-01-12 08:42:17,2025-01-12 08:51:24,546
2025-01-12,morning,Bathe,normal,0,2025-01-12 08:51:24,2025-01-12 09:00:01,517
2025-01-12,morning,Leave home,normal,0,2025-01-12 09:00:01,2025-01-12 09:00:25,23
2025-01-12,noon,Enter home,normal,0,2025-01-12 13:00:00,2025-01-12 13:00:14,14
2025-01-12,noon,Cook lunch,normal,0,2025-01-12 13:00:14,2025-01-12 13:08:53,519
2025-01-12,noon,Go to toilet,normal,0,2025-01-12 13:08:53,2025-01-12 13:11:31,157
2025-01-12,noon,Eat lunch,normal,0,2025-01-12 13:11:31,2025-01-12 13:20:27,536
2025-01-12,noon,Wash dishes,normal,0,2025-01-12 13:20:27,2025-01-12 13:33:40,792
2025-01-12,noon,Go to toilet,normal,0,2025-01-12 13:33:40,2025-01-12 13:36:46,186
2025-01-12,noon,Leave home,normal,0,2025-01-12 13:36:46,2025-01-12 13:37:11,24
2025-01-12,evening,Enter home,normal,0,2025-01-12 18:00:00,2025-01-12 18:00:14,14
2025-01-12,evening,Cook dinner,normal,0,2025-01-12 18:00:14,2025-01-12 18:14:28,854
2025-01-12,evening,Eat dinner,normal,0,2025-01-12 18:14:28,2025-01-12 18:29:03,875
2025-01-12,evening,Wash dishes,normal,0,2025-01-12 18:29:03,2025-01-12 18:41:35,751
2025-01-12,evening,Watch TV,normal,0,2025-01-12 18:41:35,2025-01-12 19:09:07,1651
2025-01-12,evening,Read,normal,0,2025-01-12 19:09:07,2025-01-12 19:22:11,784
2025-01-12,evening,Bathe,normal,0,2025-01-12 19:22:11,2025-01-12 19:34:24,732
2025-01-12,evening,Go to toilet,normal,0,2025-01-12 19:34:24,2025-01-12 19:36:44,140
2025-01-12,evening,Missed medication,missed_medication,1,2025-01-12 19:36:44,2025-01-12 19:38:19,94
2025-01-12,evening,Sleep,normal,0,2025-01-12 19:38:19,2025-01-12 20:29:57,3097
2025-01-13,morning,Sleep in Bed,normal,0,2025-01-13 07:00:00,2025-01-13 07:24:11,1451
2025-01-13,morning,Take medication,normal,0,2025-01-13 07:24:11,2025-01-13 07:24:50,39
2025-01-13,morning,Go to toilet,normal,0,2025-01-13 07:24:50,2025-01-13 07:27:01,130
2025-01-13,morning,Dress,normal,0,2025-01-13 07:27:01,2025-01-13 07:29:28,147
2025-01-13,morning,Cook breakfast,normal,0,2025-01-13 07:29:28,2025-01-13 07:36:04,395
2025-01-13,morning,Eat breakfast,normal,0,2025-01-13 07:36:04,2025-01-13 07:44:36,512
2025-01-13,morning,Wash dishes,normal,0,2025-01-13 07:44:36,2025-01-13 07:53:16,519
2025-01-13,morning,Bathe,normal,0,2025-01-13 07:53:16,2025-01-13 08:01:17,481
2025-01-13,morning,Leave home,normal,0,2025-01-13 08:01:17,2025-01-13 08:01:41,23
2025-01-13,noon,Enter home,normal,0,2025-01-13 12:00:00,2025-01-13 12:00:14,14
2025-01-13,noon,Go to toilet,normal,0,2025-01-13 12:00:14,2025-01-13 12:02:14,120
2025-01-13,noon,Cook lunch,normal,0,2025-01-13 12:02:14,2025-01-13 12:09:14,420
2025-01-13,noon,Go to toilet,normal,0,2025-01-13 12:09:14,2025-01-13 12:11:18,124
2025-01-13,noon,Eat lunch,normal,0,2025-01-13 12:11:18,2025-01-13 12:18:24,425
2025-01-13,noon,Wash dishes,normal,0,2025-01-13 12:18:24,2025-01-13 12:26:51,507
2025-01-13,noon,Go to toilet,normal,0,2025-01-13 12:26:51,2025-01-13 12:28:59,127
2025-01-13,noon,Leave home,normal,0,2025-01-13 12:28:59,2025-01-13 12:29:24,24
2025-01-13,evening,Enter home,normal,0,2025-01-13 18:00:00,2025-01-13 18:00:14,14
2025-01-13,evening,Cook dinner,normal,0,2025-01-13 18:00:14,2025-01-13 18:10:25,611
2025-01-13,evening,Eat dinner,normal,0,2025-01-13 18:10:25,2025-01-13 18:22:29,724
2025-01-13,evening,Wash dishes,normal,0,2025-01-13 18:22:29,2025-01-13 18:33:00,631
2025-01-13,evening,Watch TV,normal,0,2025-01-13 18:33:00,2025-01-13 18:57:09,1448
2025-01-13,evening,Read,normal,0,2025-01-13 18:57:09,2025-01-13 19:08:55,705
2025-01-13,evening,Bathe,normal,0,2025-01-13 19:08:55,2025-01-13 19:15:38,403
2025-01-13,evening,Go to toilet,normal,0,2025-01-13 19:15:38,2025-01-13 19:17:41,122
2025-01-13,evening,Take medication,normal,0,2025-01-13 19:17:41,2025-01-13 19:18:27,45
2025-01-13,evening,Sleep,normal,0,2025-01-13 19:18:27,2025-01-13 20:00:51,2544
2025-01-13,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-13 22:00:00,2025-01-13 23:53:22,6802
2025-01-14,morning,Sleep in Bed,normal,0,2025-01-14 06:00:00,2025-01-14 06:15:22,922
2025-01-14,morning,Take medication,normal,0,2025-01-14 06:15:22,2025-01-14 06:15:59,37
2025-01-14,morning,Go to toilet,normal,0,2025-01-14 06:15:59,2025-01-14 06:17:54,114
2025-01-14,morning,Go to toilet,normal,0,2025-01-14 06:17:54,2025-01-14 06:19:48,113
2025-01-14,morning,Dress,normal,0,2025-01-14 06:19:48,2025-01-14 06:21:44,116
2025-01-14,morning,Cook breakfast,normal,0,2025-01-14 06:21:44,2025-01-14 06:27:07,323
2025-01-14,morning,Eat breakfast,normal,0,2025-01-14 06:27:07,2025-01-14 06:32:58,351
2025-01-14,morning,Wash dishes,normal,0,2025-01-14 06:32:58,2025-01-14 06:41:52,533
2025-01-14,morning,Go to toilet,normal,0,2025-01-14 06:41:52,2025-01-14 06:43:36,104
2025-01-14,morning,Bathe,normal,0,2025-01-14 06:43:36,2025-01-14 06:49:33,356
2025-01-14,morning,Leave home,normal,0,2025-01-14 06:49:33,2025-01-14 06:49:57,23
2025-01-14,noon,Enter home,normal,0,2025-01-14 12:00:00,2025-01-14 12:00:14,14
2025-01-14,noon,Cook lunch,normal,0,2025-01-14 12:00:14,2025-01-14 12:05:34,320
2025-01-14,noon,Eat lunch,normal,0,2025-01-14 12:05:34,2025-01-14 12:12:01,386
2025-01-14,noon,Wash dishes,normal,0,2025-01-14 12:12:01,2025-01-14 12:22:30,628
2025-01-14,noon,Go to toilet,normal,0,2025-01-14 12:22:30,2025-01-14 12:23:57,87
2025-01-14,noon,Leave home,normal,0,2025-01-14 12:23:57,2025-01-14 12:24:22,24
2025-01-14,evening,Enter home,normal,0,2025-01-14 19:00:00,2025-01-14 19:00:14,14
2025-01-14,evening,Cook dinner,normal,0,2025-01-14 19:00:14,2025-01-14 19:08:22,488
2025-01-14,evening,Eat dinner,normal,0,2025-01-14 19:08:22,2025-01-14 19:16:32,490
2025-01-14,evening,Watch TV,normal,0,2025-01-14 19:16:32,2025-01-14 19:34:22,1069
2025-01-14,evening,Read,normal,0,2025-01-14 19:34:22,2025-01-14 19:44:40,617
2025-01-14,evening,Watch TV,normal,0,2025-01-14 19:44:40,2025-01-14 20:04:02,1161
2025-01-14,evening,Bathe,normal,0,2025-01-14 20:04:02,2025-01-14 20:09:51,349
2025-01-14,evening,Go to toilet,normal,0,2025-01-14 20:09:51,2025-01-14 20:11:39,108
2025-01-14,evening,Take medication,normal,0,2025-01-14 20:11:39,2025-01-14 20:12:26,46
2025-01-14,evening,Sleep,normal,0,2025-01-14 20:12:26,2025-01-14 20:43:33,1866
2025-01-15,morning,Sleep in Bed,normal,0,2025-01-15 07:00:00,2025-01-15 07:23:45,1425
2025-01-15,morning,Take medication,normal,0,2025-01-15 07:23:45,2025-01-15 07:24:31,46
2025-01-15,morning,Go to toilet,normal,0,2025-01-15 07:24:31,2025-01-15 07:26:54,142
2025-01-15,morning,Go to toilet,normal,0,2025-01-15 07:26:54,2025-01-15 07:28:45,110
2025-01-15,morning,Dress,normal,0,2025-01-15 07:28:45,2025-01-15 07:31:15,150
2025-01-15,morning,Cook breakfast,normal,0,2025-01-15 07:31:15,2025-01-15 07:37:05,349
2025-01-15,morning,Eat breakfast,normal,0,2025-01-15 07:37:05,2025-01-15 07:45:21,495
2025-01-15,morning,Wash dishes,normal,0,2025-01-15 07:45:21,2025-01-15 07:55:01,580
2025-01-15,morning,Bathe,normal,0,2025-01-15 07:55:01,2025-01-15 08:02:20,439
2025-01-15,morning,Go to toilet,normal,0,2025-01-15 08:02:20,2025-01-15 08:04:29,128
2025-01-15,morning,Leave home,normal,0,2025-01-15 08:04:29,2025-01-15 08:04:54,24
2025-01-15,morning,Go to toilet,normal,0,2025-01-15 08:04:54,2025-01-15 08:07:00,126
2025-01-15,noon,Enter home,normal,0,2025-01-15 12:00:00,2025-01-15 12:00:26,26
2025-01-15,noon,Cook lunch,normal,0,2025-01-15 12:00:26,2025-01-15 12:07:10,403
2025-01-15,noon,Eat lunch,normal,0,2025-01-15 12:07:10,2025-01-15 12:15:36,506
2025-01-15,noon,Go to toilet,normal,0,2025-01-15 12:15:36,2025-01-15 12:17:42,126
2025-01-15,noon,Leave home,normal,0,2025-01-15 12:17:42,2025-01-15 12:18:07,24
2025-01-15,evening,Enter home,normal,0,2025-01-15 18:00:00,2025-01-15 18:00:14,14
2025-01-15,evening,Cook dinner,normal,0,2025-01-15 18:00:14,2025-01-15 18:10:29,615
2025-01-15,evening,Eat dinner,normal,0,2025-01-15 18:10:29,2025-01-15 18:18:59,510
2025-01-15,evening,Watch TV,normal,0,2025-01-15 18:18:59,2025-01-15 18:39:19,1220
2025-01-15,evening,Read,normal,0,2025-01-15 18:39:19,2025-01-15 18:50:46,687
2025-01-15,evening,Bathe,normal,0,2025-01-15 18:50:46,2025-01-15 18:57:58,431
2025-01-15,evening,Go to toilet,normal,0,2025-01-15 18:57:58,2025-01-15 18:59:51,113
2025-01-15,evening,Late medication,late_medication,1,2025-01-15 20:59:51,2025-01-15 21:00:46,54
2025-01-15,evening,Read,normal,0,2025-01-15 21:00:46,2025-01-15 21:14:28,822
2025-01-15,evening,Sleep,normal,0,2025-01-15 21:14:28,2025-01-15 21:49:30,2101
2025-01-15,evening,Fall,fall,1,2025-01-15 22:00:00,2025-01-15 22:40:26,2426
2025-01-16,morning,Sleep in Bed,normal,0,2025-01-16 08:00:00,2025-01-16 08:24:13,1453
2025-01-16,morning,Take medication,normal,0,2025-01-16 08:24:13,2025-01-16 08:25:08,54
2025-01-16,morning,Go to toilet,normal,0,2025-01-16 08:25:08,2025-01-16 08:28:13,185
2025-01-16,morning,Dress,normal,0,2025-01-16 08:28:13,2025-01-16 08:31:02,169
2025-01-16,morning,Cook breakfast,normal,0,2025-01-16 08:31:02,2025-01-16 08:39:10,487
2025-01-16,morning,Eat breakfast,normal,0,2025-01-16 08:39:10,2025-01-16 08:49:49,639
2025-01-16,morning,Wash dishes,normal,0,2025-01-16 08:49:49,2025-01-16 09:04:03,853
2025-01-16,morning,Bathe,normal,0,2025-01-16 09:04:03,2025-01-16 09:13:26,563
2025-01-16,morning,Leave home,normal,0,2025-01-16 09:13:26,2025-01-16 09:13:50,23
2025-01-16,noon,Enter home,normal,0,2025-01-16 13:00:00,2025-01-16 13:00:14,14
2025-01-16,noon,Cook lunch,normal,0,2025-01-16 13:00:14,2025-01-16 13:07:41,447
2025-01-16,noon,Eat lunch,normal,0,2025-01-16 13:07:41,2025-01-16 13:19:19,697
2025-01-16,noon,Wash dishes,normal,0,2025-01-16 13:19:19,2025-01-16 13:33:17,838
2025-01-16,noon,Go to toilet,normal,0,2025-01-16 13:33:17,2025-01-16 13:36:15,178
2025-01-16,noon,Go to toilet,normal,0,2025-01-16 13:36:15,2025-01-16 13:39:00,164
2025-01-16,noon,Leave home,normal,0,2025-01-16 13:39:00,2025-01-16 13:39:25,24
2025-01-16,evening,Enter home,normal,0,2025-01-16 18:00:00,2025-01-16 18:00:14,14
2025-01-16,evening,Cook dinner,normal,0,2025-01-16 18:00:14,2025-01-16 18:13:05,771
2025-01-16,evening,Eat dinner,normal,0,2025-01-16 18:13:05,2025-01-16 18:25:06,720
2025-01-16,evening,Wash dishes,normal,0,2025-01-16 18:25:06,2025-01-16 18:38:29,803
2025-01-16,evening,Watch TV,normal,0,2025-01-16 18:38:29,2025-01-16 19:05:30,1620
2025-01-16,evening,Read,normal,0,2025-01-16 19:05:30,2025-01-16 19:23:10,1060
2025-01-16,evening,Bathe,normal,0,2025-01-16 19:23:10,2025-01-16 19:32:17,546
2025-01-16,evening,Go to toilet,normal,0,2025-01-16 19:32:17,2025-01-16 19:35:19,181
2025-01-16,evening,Take medication,normal,0,2025-01-16 19:35:19,2025-01-16 19:36:14,55
2025-01-16,evening,Sleep,normal,0,2025-01-16 19:36:14,2025-01-16 20:28:16,3121
2025-01-17,morning,Sleep in Bed,normal,0,2025-01-17 07:00:00,2025-01-17 07:17:14,1034
2025-01-17,morning,Missed medication,missed_medication,1,2025-01-17 07:17:14,2025-01-17 07:18:12,57
2025-01-17,morning,Go to toilet,normal,0,2025-01-17 07:18:12,2025-01-17 07:20:13,120
2025-01-17,morning,Dress,normal,0,2025-01-17 07:20:13,2025-01-17 07:22:18,125
2025-01-17,morning,Cook breakfast,normal,0,2025-01-17 07:22:18,2025-01-17 07:28:08,349
2025-01-17,morning,Go to toilet,normal,0,2025-01-17 07:28:08,2025-01-17 07:30:19,130
2025-01-17,morning,Eat breakfast,normal,0,2025-01-17 07:30:19,2025-01-17 07:38:28,489
2025-01-17,morning,Wash dishes,normal,0,2025-01-17 07:38:28,2025-01-17 07:50:43,734
2025-01-17,morning,Bathe,normal,0,2025-01-17 07:50:43,2025-01-17 08:00:02,559
2025-01-17,morning,Leave home,normal,0,2025-01-17 08:00:02,2025-01-17 08:00:26,23
2025-01-17,noon,Enter home,normal,0,2025-01-17 12:00:00,2025-01-17 12:00:14,14
2025-01-17,noon,Go to toilet,normal,0,2025-01-17 12:00:14,2025-01-17 12:02:21,127
2025-01-17,noon,Cook lunch,normal,0,2025-01-17 12:02:21,2025-01-17 12:09:35,433
2025-01-17,noon,Eat lunch,normal,0,2025-01-17 12:09:35,2025-01-17 12:19:05,569
2025-01-17,noon,Wash dishes,normal,0,2025-01-17 12:19:05,2025-01-17 12:30:13,668
2025-01-17,noon,Go to toilet,normal,0,2025-01-17 12:30:13,2025-01-17 12:32:36,142
2025-01-17,noon,Leave home,normal,0,2025-01-17 12:32:36,2025-01-17 12:33:01,24
2025-01-17,evening,Enter home,normal,0,2025-01-17 18:00:00,2025-01-17 18:00:14,14
2025-01-17,evening,Cook dinner,normal,0,2025-01-17 18:00:14,2025-01-17 18:11:23,669
2025-01-17,evening,Read,normal,0,2025-01-17 18:11:23,2025-01-17 18:23:17,714
2025-01-17,evening,Eat dinner,normal,0,2025-01-17 18:23:17,2025-01-17 18:34:21,664
2025-01-17,evening,Wash dishes,normal,0,2025-01-17 18:34:21,2025-01-17 18:46:03,701
2025-01-17,evening,Read,normal,0,2025-01-17 18:46:03,2025-01-17 18:57:58,715
2025-01-17,evening,Watch TV,normal,0,2025-01-17 18:57:58,2025-01-17 19:19:00,1261
2025-01-17,evening,Read,normal,0,2025-01-17 19:19:00,2025-01-17 19:32:33,813
2025-01-17,evening,Bathe,normal,0,2025-01-17 19:32:33,2025-01-17 19:41:42,548
2025-01-17,evening,Go to toilet,normal,0,2025-01-17 19:41:42,2025-01-17 19:43:23,101
2025-01-17,evening,Take medication,normal,0,2025-01-17 19:43:23,2025-01-17 19:44:07,44
2025-01-17,evening,Sleep,normal,0,2025-01-17 19:44:07,2025-01-17 20:20:30,2183
2025-01-17,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-17 22:00:00,2025-01-17 23:59:36,7176
2025-01-18,morning,Sleep in Bed,normal,0,2025-01-18 06:00:00,2025-01-18 06:16:43,1003
2025-01-18,morning,Take medication,normal,0,2025-01-18 06:16:43,2025-01-18 06:17:18,35
2025-01-18,morning,Go to toilet,normal,0,2025-01-18 06:17:18,2025-01-18 06:19:17,118
2025-01-18,morning,Go to toilet,normal,0,2025-01-18 06:19:17,2025-01-18 06:20:50,93
2025-01-18,morning,Dress,normal,0,2025-01-18 06:20:50,2025-01-18 06:23:08,137
2025-01-18,morning,Cook breakfast,normal,0,2025-01-18 06:23:08,2025-01-18 06:28:12,303
2025-01-18,morning,Eat breakfast,normal,0,2025-01-18 06:28:12,2025-01-18 06:34:54,402
2025-01-18,morning,Wash dishes,normal,0,2025-01-18 06:34:54,2025-01-18 06:42:02,428
2025-01-18,morning,Go to toilet,normal,0,2025-01-18 06:42:02,2025-01-18 06:44:08,125
2025-01-18,morning,Leave home,normal,0,2025-01-18 06:44:08,2025-01-18 06:44:33,24
2025-01-18,noon,Enter home,normal,0,2025-01-18 12:00:00,2025-01-18 12:00:14,14
2025-01-18,noon,Cook lunch,normal,0,2025-01-18 12:00:14,2025-01-18 12:06:15,361
2025-01-18,noon,Eat lunch,normal,0,2025-01-18 12:06:15,2025-01-18 12:13:02,407
2025-01-18,noon,Wash dishes,normal,0,2025-01-18 12:13:02,2025-01-18 12:22:02,539
2025-01-18,noon,Go to toilet,normal,0,2025-01-18 12:22:02,2025-01-18 12:23:54,111
2025-01-18,noon,Leave home,normal,0,2025-01-18 12:23:54,2025-01-18 12:24:19,24
2025-01-18,evening,Enter home,normal,0,2025-01-18 19:00:00,2025-01-18 19:00:14,14
2025-01-18,evening,Read,normal,0,2025-01-18 19:00:14,2025-01-18 19:11:29,675
2025-01-18,evening,Cook dinner,normal,0,2025-01-18 19:11:29,2025-01-18 19:20:32,543
2025-01-18,evening,Read,normal,0,2025-01-18 19:20:32,2025-01-18 19:31:26,653
2025-01-18,evening,Eat dinner,normal,0,2025-01-18 19:31:26,2025-01-18 19:41:11,585
2025-01-18,evening,Read,normal,0,2025-01-18 19:41:11,2025-01-18 19:52:47,696
2025-01-18,evening,Wash dishes,normal,0,2025-01-18 19:52:47,2025-01-18 20:02:19,571
2025-01-18,evening,Watch TV,normal,0,2025-01-18 20:02:19,2025-01-18 20:19:54,1054
2025-01-18,evening,Read,normal,0,2025-01-18 20:19:54,2025-01-18 20:31:43,708
2025-01-18,evening,Bathe,normal,0,2025-01-18 20:31:43,2025-01-18 20:38:07,384
2025-01-18,evening,Go to toilet,normal,0,2025-01-18 20:38:07,2025-01-18 20:39:32,85
2025-01-18,evening,Late medication,late_medication,1,2025-01-18 22:39:32,2025-01-18 22:40:15,42
2025-01-18,evening,Sleep,normal,0,2025-01-18 22:40:15,2025-01-18 23:15:01,2085
2025-01-18,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-18 22:00:00,2025-01-18 23:52:19,6739
2025-01-19,morning,Sleep in Bed,normal,0,2025-01-19 08:00:00,2025-01-19 08:28:35,1715
2025-01-19,morning,Take medication,normal,0,2025-01-19 08:28:35,2025-01-19 08:29:25,50
2025-01-19,morning,Go to toilet,normal,0,2025-01-19 08:29:25,2025-01-19 08:31:39,133
2025-01-19,morning,Dress,normal,0,2025-01-19 08:31:39,2025-01-19 08:34:07,147
2025-01-19,morning,Cook breakfast,normal,0,2025-01-19 08:34:07,2025-01-19 08:42:43,515
2025-01-19,morning,Wash dishes,normal,0,2025-01-19 08:42:43,2025-01-19 08:57:17,873
2025-01-19,morning,Bathe,normal,0,2025-01-19 08:57:17,2025-01-19 09:07:51,634
2025-01-19,morning,Leave home,normal,0,2025-01-19 09:07:51,2025-01-19 09:08:15,23
2025-01-19,noon,Enter home,normal,0,2025-01-19 13:00:00,2025-01-19 13:00:14,14
2025-01-19,noon,Cook lunch,normal,0,2025-01-19 13:00:14,2025-01-19 13:08:26,492
2025-01-19,noon,Eat lunch,normal,0,2025-01-19 13:08:26,2025-01-19 13:18:40,614
2025-01-19,noon,Wash dishes,normal,0,2025-01-19 13:18:40,2025-01-19 13:29:36,655
2025-01-19,noon,Go to toilet,normal,0,2025-01-19 13:29:36,2025-01-19 13:32:25,168
2025-01-19,noon,Leave home,normal,0,2025-01-19 13:32:25,2025-01-19 13:32:50,24
2025-01-19,evening,Enter home,normal,0,2025-01-19 18:00:00,2025-01-19 18:00:14,14
2025-01-19,evening,Cook dinner,normal,0,2025-01-19 18:00:14,2025-01-19 18:11:53,699
2025-01-19,evening,Eat dinner,normal,0,2025-01-19 18:11:53,2025-01-19 18:23:20,687
2025-01-19,evening,Wash dishes,normal,0,2025-01-19 18:23:20,2025-01-19 18:36:11,771
2025-01-19,evening,Read,normal,0,2025-01-19 18:36:11,2025-01-19 18:55:20,1148
2025-01-19,evening,Go to toilet,normal,0,2025-01-19 18:55:20,2025-01-19 18:57:34,134
2025-01-19,evening,Take medication,normal,0,2025-01-19 18:57:34,2025-01-19 18:58:33,58
2025-01-19,evening,Sleep,normal,0,2025-01-19 18:58:33,2025-01-19 19:58:30,3597
2025-01-19,evening,Prolonged inactivity,prolonged_inactivity,1,2025-01-19 22:00:00,2025-01-20 00:28:13,8893
2025-01-20,morning,Sleep in Bed,normal,0,2025-01-20 08:00:00,2025-01-20 08:31:02,1862
2025-01-20,morning,Late medication,late_medication,1,2025-01-20 10:31:02,2025-01-20 10:31:56,54
2025-01-20,morning,Go to toilet,normal,0,2025-01-20 10:31:56,2025-01-20 10:34:33,156
2025-01-20,morning,Go to toilet,normal,0,2025-01-20 10:34:33,2025-01-20 10:36:45,132
2025-01-20,morning,Cook breakfast,normal,0,2025-01-20 10:36:45,2025-01-20 10:44:02,436
2025-01-20,morning,Eat breakfast,normal,0,2025-01-20 10:44:02,2025-01-20 10:53:20,557
2025-01-20,morning,Wash dishes,normal,0,2025-01-20 10:53:20,2025-01-20 11:05:19,719
2025-01-20,morning,Bathe,normal,0,2025-01-20 11:05:19,2025-01-20 11:17:44,744
2025-01-20,morning,Leave home,normal,0,2025-01-20 11:17:44,2025-01-20 11:18:07,23
2025-01-20,noon,Enter home,normal,0,2025-01-20 13:00:00,2025-01-20 13:00:14,14
2025-01-20,noon,Cook lunch,normal,0,2025-01-20 13:00:14,2025-01-20 13:09:00,526
2025-01-20,noon,Wash dishes,normal,0,2025-01-20 13:09:00,2025-01-20 13:22:31,810
2025-01-20,noon,Go to toilet,normal,0,2025-01-20 13:22:31,2025-01-20 13:24:43,132
2025-01-20,noon,Leave home,normal,0,2025-01-20 13:24:43,2025-01-20 13:25:08,24
2025-01-20,evening,Enter home,normal,0,2025-01-20 18:00:00,2025-01-20 18:00:14,14
2025-01-20,evening,Cook dinner,normal,0,2025-01-20 18:00:14,2025-01-20 18:13:21,787
2025-01-20,evening,Eat dinner,normal,0,2025-01-20 18:13:21,2025-01-20 18:26:14,772
2025-01-20,evening,Watch TV,normal,0,2025-01-20 18:26:14,2025-01-20 18:52:17,1562
2025-01-20,evening,Wash dishes,normal,0,2025-01-20 18:52:17,2025-01-20 19:03:35,678
2025-01-20,evening,Watch TV,normal,0,2025-01-20 19:03:35,2025-01-20 19:28:50,1514
2025-01-20,evening,Read,normal,0,2025-01-20 19:28:50,2025-01-20 19:45:37,1007
2025-01-20,evening,Bathe,normal,0,2025-01-20 19:45:37,2025-01-20 19:57:42,724
2025-01-20,evening,Go to toilet,normal,0,2025-01-20 19:57:42,2025-01-20 20:00:12,150
2025-01-20,evening,Go to toilet,normal,0,2025-01-20 20:00:12,2025-01-20 20:02:22,129
2025-01-20,evening,Take medication,normal,0,2025-01-20 20:02:22,2025-01-20 20:03:26,64
2025-01-20,evening,Sleep,normal,0,2025-01-20 20:03:26,2025-01-20 20:47:33,2646
2025-01-21,morning,Sleep in Bed,normal,0,2025-01-21 08:00:00,2025-01-21 08:22:18,1338
2025-01-21,morning,Take medication,normal,0,2025-01-21 08:22:18,2025-01-21 08:23:15,56
2025-01-21,morning,Go to toilet,normal,0,2025-01-21 08:23:15,2025-01-21 08:26:11,176
2025-01-21,morning,Cook breakfast,normal,0,2025-01-21 08:26:11,2025-01-21 08:33:53,461
2025-01-21,morning,Eat breakfast,normal,0,2025-01-21 08:33:53,2025-01-21 08:41:37,463
2025-01-21,morning,Wash dishes,normal,0,2025-01-21 08:41:37,2025-01-21 08:57:22,945
2025-01-21,morning,Bathe,normal,0,2025-01-21 08:57:22,2025-01-21 09:08:19,657
2025-01-21,morning,Leave home,normal,0,2025-01-21 09:08:19,2025-01-21 09:08:43,23
2025-01-21,noon,Enter home,normal,0,2025-01-21 13:00:00,2025-01-21 13:00:14,14
2025-01-21,noon,Cook lunch,normal,0,2025-01-21 13:00:14,2025-01-21 13:08:16,482
2025-01-21,noon,Eat lunch,normal,0,2025-01-21 13:08:16,2025-01-21 13:19:37,681
2025-01-21,noon,Wash dishes,normal,0,2025-01-21 13:19:37,2025-01-21 13:31:33,716
