timestamp,sensor_id,type,room,value,activity,class
2025-01-12 18:00:23,floor_bedroom,Zone,bedroom,OFF,Cook dinner,normal
2025-01-12 18:00:23,floor_kitchen,Zone,kitchen,ON,Cook dinner,normal
2025-01-12 18:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook dinner,normal
2025-01-12 18:01:01,contact_fridge,Magnetic,kitchen,CLOSED,Cook dinner,normal
2025-01-12 18:01:09,power_oven,Power,kitchen,ON,Cook dinner,normal
2025-01-12 18:08:44,power_oven,Power,kitchen,OFF,Cook dinner,normal
2025-01-12 18:08:50,power_stove,Power,kitchen,ON,Cook dinner,normal
2025-01-12 18:14:22,power_stove,Power,kitchen,OFF,Cook dinner,normal
2025-01-12 18:14:32,floor_kitchen,Zone,kitchen,OFF,Eat dinner,normal
2025-01-12 18:14:32,floor_bedroom,Zone,bedroom,ON,Eat dinner,normal
2025-01-12 18:14:34,floor_bedroom,Zone,bedroom,OFF,Eat dinner,normal
2025-01-12 18:14:34,floor_dining_room,Zone,dining_room,ON,Eat dinner,normal
2025-01-12 18:29:05,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-12 18:29:05,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-12 18:29:07,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-12 18:29:07,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-12 18:29:10,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-12 18:41:29,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-12 18:41:39,floor_kitchen,Zone,kitchen,OFF,Watch TV,normal
2025-01-12 18:41:39,floor_bedroom,Zone,bedroom,ON,Watch TV,normal
2025-01-12 18:41:44,floor_bedroom,Zone,bedroom,OFF,Watch TV,normal
2025-01-12 18:41:44,floor_entrance,Zone,entrance,ON,Watch TV,normal
2025-01-12 18:41:45,floor_entrance,Zone,entrance,OFF,Watch TV,normal
2025-01-12 18:41:45,floor_livingroom,Zone,livingroom,ON,Watch TV,normal
2025-01-12 18:41:48,pressure_sofa,Pressure,livingroom,ON,Watch TV,normal
2025-01-12 18:41:54,power_tv,Power,livingroom,ON,Watch TV,normal
2025-01-12 19:08:55,power_tv,Power,livingroom,OFF,Watch TV,normal
2025-01-12 19:09:01,pressure_sofa,Pressure,livingroom,OFF,Watch TV,normal
2025-01-12 19:09:07,light_livingroom,Light,livingroom,ON,Read,normal
2025-01-12 19:09:11,pressure_sofa,Pressure,livingroom,ON,Read,normal
2025-01-12 19:22:02,pressure_sofa,Pressure,livingroom,OFF,Read,normal
2025-01-12 19:22:08,light_livingroom,Light,livingroom,OFF,Read,normal
2025-01-12 19:22:13,floor_livingroom,Zone,livingroom,OFF,Bathe,normal
2025-01-12 19:22:13,floor_dining_room,Zone,dining_room,ON,Bathe,normal
2025-01-12 19:22:17,floor_dining_room,Zone,dining_room,OFF,Bathe,normal
2025-01-12 19:22:17,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-12 19:22:19,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-12 19:34:21,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-12 19:36:47,floor_bathroom,Zone,bathroom,OFF,Missed medication,missed_medication
2025-01-12 19:36:47,floor_dining_room,Zone,dining_room,ON,Missed medication,missed_medication
2025-01-12 19:36:51,floor_dining_room,Zone,dining_room,OFF,Missed medication,missed_medication
2025-01-12 19:36:51,floor_bedroom,Zone,bedroom,ON,Missed medication,missed_medication
2025-01-12 19:38:23,pressure_bed,Pressure,bedroom,ON,Sleep,normal
2025-01-12 20:29:51,pressure_bed,Pressure,bedroom,OFF,Sleep,normal
2025-01-13 07:00:00,pressure_bed,Pressure,bedroom,ON,Sleep in Bed,normal
2025-01-13 07:24:05,pressure_bed,Pressure,bedroom,OFF,Sleep in Bed,normal
2025-01-13 07:24:12,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-13 07:24:44,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-13 07:24:52,floor_bedroom,Zone,bedroom,OFF,Go to toilet,normal
2025-01-13 07:24:52,floor_dining_room,Zone,dining_room,ON,Go to toilet,normal
2025-01-13 07:24:55,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-13 07:24:55,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-13 07:27:04,floor_bathroom,Zone,bathroom,OFF,Dress,normal
2025-01-13 07:27:04,floor_dining_room,Zone,dining_room,ON,Dress,normal
2025-01-13 07:27:07,floor_dining_room,Zone,dining_room,OFF,Dress,normal
2025-01-13 07:27:07,floor_bedroom,Zone,bedroom,ON,Dress,normal
2025-01-13 07:27:09,contact_wardrobe,Magnetic,bedroom,OPEN,Dress,normal
2025-01-13 07:29:22,contact_wardrobe,Magnetic,bedroom,CLOSED,Dress,normal
2025-01-13 07:29:32,floor_bedroom,Zone,bedroom,OFF,Cook breakfast,normal
2025-01-13 07:29:32,floor_kitchen,Zone,kitchen,ON,Cook breakfast,normal
2025-01-13 07:29:34,contact_fridge,Magnetic,kitchen,OPEN,Cook breakfast,normal
2025-01-13 07:30:03,contact_fridge,Magnetic,kitchen,CLOSED,Cook breakfast,normal
2025-01-13 07:30:12,power_kettle,Power,kitchen,ON,Cook breakfast,normal
2025-01-13 07:32:09,power_kettle,Power,kitchen,OFF,Cook breakfast,normal
2025-01-13 07:32:16,power_stove,Power,kitchen,ON,Cook breakfast,normal
2025-01-13 07:35:58,power_stove,Power,kitchen,OFF,Cook breakfast,normal
2025-01-13 07:36:07,floor_kitchen,Zone,kitchen,OFF,Eat breakfast,normal
2025-01-13 07:36:07,floor_bedroom,Zone,bedroom,ON,Eat breakfast,normal
2025-01-13 07:36:09,floor_bedroom,Zone,bedroom,OFF,Eat breakfast,normal
2025-01-13 07:36:09,floor_dining_room,Zone,dining_room,ON,Eat breakfast,normal
2025-01-13 07:44:39,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-13 07:44:39,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-13 07:44:41,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-13 07:44:41,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-13 07:44:45,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-13 07:53:10,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-13 07:53:17,floor_kitchen,Zone,kitchen,OFF,Bathe,normal
2025-01-13 07:53:17,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-13 07:53:19,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-13 08:01:14,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-13 08:01:19,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-13 08:01:19,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-13 08:01:22,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-13 08:01:22,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-13 08:01:26,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-13 08:01:26,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-13 08:01:27,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-13 08:01:34,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-13 08:01:34,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-13 08:01:35,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
2025-01-13 12:00:00,contact_front_door,Magnetic,entrance,OPEN,Enter home,normal
2025-01-13 12:00:06,floor_outside,Zone,outside,OFF,Enter home,normal
2025-01-13 12:00:06,floor_entrance,Zone,entrance,ON,Enter home,normal
2025-01-13 12:00:08,contact_front_door,Magnetic,entrance,CLOSED,Enter home,normal
2025-01-13 12:00:15,floor_entrance,Zone,entrance,OFF,Go to toilet,normal
2025-01-13 12:00:15,floor_bedroom,Zone,bedroom,ON,Go to toilet,normal
2025-01-13 12:00:18,floor_bedroom,Zone,bedroom,OFF,Go to toilet,normal
2025-01-13 12:00:18,floor_dining_room,Zone,dining_room,ON,Go to toilet,normal
2025-01-13 12:00:21,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-13 12:00:21,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-13 12:02:19,floor_bathroom,Zone,bathroom,OFF,Cook lunch,normal
2025-01-13 12:02:19,floor_kitchen,Zone,kitchen,ON,Cook lunch,normal
2025-01-13 12:02:22,contact_fridge,Magnetic,kitchen,OPEN,Cook lunch,normal
2025-01-13 12:02:49,contact_fridge,Magnetic,kitchen,CLOSED,Cook lunch,normal
2025-01-13 12:02:57,power_microwave,Power,kitchen,ON,Cook lunch,normal
2025-01-13 12:05:41,power_microwave,Power,kitchen,OFF,Cook lunch,normal
2025-01-13 12:05:48,power_stove,Power,kitchen,ON,Cook lunch,normal
2025-01-13 12:09:08,power_stove,Power,kitchen,OFF,Cook lunch,normal
2025-01-13 12:09:17,floor_kitchen,Zone,kitchen,OFF,Go to toilet,normal
2025-01-13 12:09:17,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-13 12:11:21,floor_bathroom,Zone,bathroom,OFF,Eat lunch,normal
2025-01-13 12:11:21,floor_dining_room,Zone,dining_room,ON,Eat lunch,normal
2025-01-13 12:18:26,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-13 12:18:26,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-13 12:18:28,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-13 12:18:28,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-13 12:18:32,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-13 12:26:45,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-13 12:26:53,floor_kitchen,Zone,kitchen,OFF,Go to toilet,normal
2025-01-13 12:26:53,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-13 12:29:02,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-13 12:29:02,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-13 12:29:05,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-13 12:29:05,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-13 12:29:08,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-13 12:29:08,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-13 12:29:10,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-13 12:29:17,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-13 12:29:17,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-13 12:29:18,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
2025-01-13 18:00:00,contact_front_door,Magnetic,entrance,OPEN,Enter home,normal
2025-01-13 18:00:06,floor_outside,Zone,outside,OFF,Enter home,normal
2025-01-13 18:00:06,floor_entrance,Zone,entrance,ON,Enter home,normal
2025-01-13 18:00:08,contact_front_door,Magnetic,entrance,CLOSED,Enter home,normal
2025-01-13 18:00:18,floor_entrance,Zone,entrance,OFF,Cook dinner,normal
2025-01-13 18:00:18,floor_bedroom,Zone,bedroom,ON,Cook dinner,normal
2025-01-13 18:00:23,floor_bedroom,Zone,bedroom,OFF,Cook dinner,normal
2025-01-13 18:00:23,floor_kitchen,Zone,kitchen,ON,Cook dinner,normal
2025-01-13 18:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook dinner,normal
2025-01-13 18:00:57,contact_fridge,Magnetic,kitchen,CLOSED,Cook dinner,normal
2025-01-13 18:01:05,power_oven,Power,kitchen,ON,Cook dinner,normal
2025-01-13 18:05:49,power_oven,Power,kitchen,OFF,Cook dinner,normal
2025-01-13 18:05:55,power_stove,Power,kitchen,ON,Cook dinner,normal
2025-01-13 18:10:19,power_stove,Power,kitchen,OFF,Cook dinner,normal
2025-01-13 18:10:28,floor_kitchen,Zone,kitchen,OFF,Eat dinner,normal
2025-01-13 18:10:28,floor_bedroom,Zone,bedroom,ON,Eat dinner,normal
2025-01-13 18:10:30,floor_bedroom,Zone,bedroom,OFF,Eat dinner,normal
2025-01-13 18:10:30,floor_dining_room,Zone,dining_room,ON,Eat dinner,normal
2025-01-13 18:22:30,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-13 18:22:30,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-13 18:22:32,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-13 18:22:32,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-13 18:22:36,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-13 18:32:54,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-13 18:33:04,floor_kitchen,Zone,kitchen,OFF,Watch TV,normal
2025-01-13 18:33:04,floor_bedroom,Zone,bedroom,ON,Watch TV,normal
2025-01-13 18:33:09,floor_bedroom,Zone,bedroom,OFF,Watch TV,normal
2025-01-13 18:33:09,floor_entrance,Zone,entrance,ON,Watch TV,normal
2025-01-13 18:33:10,floor_entrance,Zone,entrance,OFF,Watch TV,normal
2025-01-13 18:33:10,floor_livingroom,Zone,livingroom,ON,Watch TV,normal
2025-01-13 18:33:13,pressure_sofa,Pressure,livingroom,ON,Watch TV,normal
2025-01-13 18:33:19,power_tv,Power,livingroom,ON,Watch TV,normal
2025-01-13 18:56:57,power_tv,Power,livingroom,OFF,Watch TV,normal
2025-01-13 18:57:03,pressure_sofa,Pressure,livingroom,OFF,Watch TV,normal
2025-01-13 18:57:09,light_livingroom,Light,livingroom,ON,Read,normal
2025-01-13 18:57:13,pressure_sofa,Pressure,livingroom,ON,Read,normal
2025-01-13 19:08:46,pressure_sofa,Pressure,livingroom,OFF,Read,normal
2025-01-13 19:08:52,light_livingroom,Light,livingroom,OFF,Read,normal
2025-01-13 19:08:57,floor_livingroom,Zone,livingroom,OFF,Bathe,normal
2025-01-13 19:08:57,floor_dining_room,Zone,dining_room,ON,Bathe,normal
2025-01-13 19:09:00,floor_dining_room,Zone,dining_room,OFF,Bathe,normal
2025-01-13 19:09:00,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-13 19:09:02,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-13 19:15:35,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-13 19:17:44,floor_bathroom,Zone,bathroom,OFF,Take medication,normal
2025-01-13 19:17:44,floor_dining_room,Zone,dining_room,ON,Take medication,normal
2025-01-13 19:17:47,floor_dining_room,Zone,dining_room,OFF,Take medication,normal
2025-01-13 19:17:47,floor_bedroom,Zone,bedroom,ON,Take medication,normal
2025-01-13 19:17:49,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-13 19:18:21,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-13 19:18:30,pressure_bed,Pressure,bedroom,ON,Sleep,normal
2025-01-13 20:00:45,pressure_bed,Pressure,bedroom,OFF,Sleep,normal
2025-01-13 22:00:01,floor_bedroom,Zone,bedroom,OFF,Prolonged inactivity,prolonged_inactivity
2025-01-13 22:00:01,floor_entrance,Zone,entrance,ON,Prolonged inactivity,prolonged_inactivity
2025-01-13 22:00:02,floor_entrance,Zone,entrance,OFF,Prolonged inactivity,prolonged_inactivity
2025-01-13 22:00:02,floor_livingroom,Zone,livingroom,ON,Prolonged inactivity,prolonged_inactivity
2025-01-14 06:00:02,floor_livingroom,Zone,livingroom,OFF,Sleep in Bed,normal
2025-01-14 06:00:02,floor_entrance,Zone,entrance,ON,Sleep in Bed,normal
2025-01-14 06:00:04,floor_entrance,Zone,entrance,OFF,Sleep in Bed,normal
2025-01-14 06:00:04,floor_bedroom,Zone,bedroom,ON,Sleep in Bed,normal
2025-01-14 06:00:06,pressure_bed,Pressure,bedroom,ON,Sleep in Bed,normal
2025-01-14 06:15:16,pressure_bed,Pressure,bedroom,OFF,Sleep in Bed,normal
2025-01-14 06:15:24,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-14 06:15:53,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-14 06:16:01,floor_bedroom,Zone,bedroom,OFF,Go to toilet,normal
2025-01-14 06:16:01,floor_dining_room,Zone,dining_room,ON,Go to toilet,normal
2025-01-14 06:16:04,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-14 06:16:04,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-14 06:19:51,floor_bathroom,Zone,bathroom,OFF,Dress,normal
2025-01-14 06:19:51,floor_dining_room,Zone,dining_room,ON,Dress,normal
2025-01-14 06:19:54,floor_dining_room,Zone,dining_room,OFF,Dress,normal
2025-01-14 06:19:54,floor_bedroom,Zone,bedroom,ON,Dress,normal
2025-01-14 06:19:55,contact_wardrobe,Magnetic,bedroom,OPEN,Dress,normal
2025-01-14 06:21:38,contact_wardrobe,Magnetic,bedroom,CLOSED,Dress,normal
2025-01-14 06:21:48,floor_bedroom,Zone,bedroom,OFF,Cook breakfast,normal
2025-01-14 06:21:48,floor_kitchen,Zone,kitchen,ON,Cook breakfast,normal
2025-01-14 06:21:49,contact_fridge,Magnetic,kitchen,OPEN,Cook breakfast,normal
2025-01-14 06:22:11,contact_fridge,Magnetic,kitchen,CLOSED,Cook breakfast,normal
2025-01-14 06:22:19,power_kettle,Power,kitchen,ON,Cook breakfast,normal
2025-01-14 06:24:05,power_kettle,Power,kitchen,OFF,Cook breakfast,normal
2025-01-14 06:24:12,power_stove,Power,kitchen,ON,Cook breakfast,normal
2025-01-14 06:27:01,power_stove,Power,kitchen,OFF,Cook breakfast,normal
2025-01-14 06:27:10,floor_kitchen,Zone,kitchen,OFF,Eat breakfast,normal
2025-01-14 06:27:10,floor_bedroom,Zone,bedroom,ON,Eat breakfast,normal
2025-01-14 06:27:12,floor_bedroom,Zone,bedroom,OFF,Eat breakfast,normal
2025-01-14 06:27:12,floor_dining_room,Zone,dining_room,ON,Eat breakfast,normal
2025-01-14 06:33:01,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-14 06:33:01,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-14 06:33:03,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-14 06:33:03,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-14 06:33:06,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-14 06:41:46,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-14 06:41:54,floor_kitchen,Zone,kitchen,OFF,Go to toilet,normal
2025-01-14 06:41:54,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-14 06:43:37,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-14 06:49:30,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-14 06:49:35,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-14 06:49:35,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-14 06:49:38,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-14 06:49:38,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-14 06:49:42,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-14 06:49:42,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-14 06:49:43,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-14 06:49:50,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-14 06:49:50,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-14 06:49:51,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
2025-01-14 12:00:00,contact_front_door,Magnetic,entrance,OPEN,Enter home,normal
2025-01-14 12:00:06,floor_outside,Zone,outside,OFF,Enter home,normal
2025-01-14 12:00:06,floor_entrance,Zone,entrance,ON,Enter home,normal
2025-01-14 12:00:08,contact_front_door,Magnetic,entrance,CLOSED,Enter home,normal
2025-01-14 12:00:18,floor_entrance,Zone,entrance,OFF,Cook lunch,normal
2025-01-14 12:00:18,floor_bedroom,Zone,bedroom,ON,Cook lunch,normal
2025-01-14 12:00:23,floor_bedroom,Zone,bedroom,OFF,Cook lunch,normal
2025-01-14 12:00:23,floor_kitchen,Zone,kitchen,ON,Cook lunch,normal
2025-01-14 12:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook lunch,normal
2025-01-14 12:00:46,contact_fridge,Magnetic,kitchen,CLOSED,Cook lunch,normal
2025-01-14 12:00:55,power_microwave,Power,kitchen,ON,Cook lunch,normal
2025-01-14 12:03:06,power_microwave,Power,kitchen,OFF,Cook lunch,normal
2025-01-14 12:03:14,power_stove,Power,kitchen,ON,Cook lunch,normal
2025-01-14 12:05:28,power_stove,Power,kitchen,OFF,Cook lunch,normal
2025-01-14 12:05:37,floor_kitchen,Zone,kitchen,OFF,Eat lunch,normal
2025-01-14 12:05:37,floor_bedroom,Zone,bedroom,ON,Eat lunch,normal
2025-01-14 12:05:39,floor_bedroom,Zone,bedroom,OFF,Eat lunch,normal
2025-01-14 12:05:39,floor_dining_room,Zone,dining_room,ON,Eat lunch,normal
2025-01-14 12:12:03,floor_dining_room,Zone,dining_room,OFF,Wash dishes,normal
2025-01-14 12:12:03,floor_bedroom,Zone,bedroom,ON,Wash dishes,normal
2025-01-14 12:12:05,floor_bedroom,Zone,bedroom,OFF,Wash dishes,normal
2025-01-14 12:12:05,floor_kitchen,Zone,kitchen,ON,Wash dishes,normal
2025-01-14 12:12:09,power_dishwasher,Power,kitchen,ON,Wash dishes,normal
2025-01-14 12:22:24,power_dishwasher,Power,kitchen,OFF,Wash dishes,normal
2025-01-14 12:22:31,floor_kitchen,Zone,kitchen,OFF,Go to toilet,normal
2025-01-14 12:22:31,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-14 12:24:00,floor_bathroom,Zone,bathroom,OFF,Leave home,normal
2025-01-14 12:24:00,floor_dining_room,Zone,dining_room,ON,Leave home,normal
2025-01-14 12:24:04,floor_dining_room,Zone,dining_room,OFF,Leave home,normal
2025-01-14 12:24:04,floor_bedroom,Zone,bedroom,ON,Leave home,normal
2025-01-14 12:24:07,floor_bedroom,Zone,bedroom,OFF,Leave home,normal
2025-01-14 12:24:07,floor_entrance,Zone,entrance,ON,Leave home,normal
2025-01-14 12:24:08,contact_front_door,Magnetic,entrance,OPEN,Leave home,normal
2025-01-14 12:24:15,floor_entrance,Zone,entrance,OFF,Leave home,normal
2025-01-14 12:24:15,floor_outside,Zone,outside,ON,Leave home,normal
2025-01-14 12:24:16,contact_front_door,Magnetic,entrance,CLOSED,Leave home,normal
2025-01-14 19:00:00,contact_front_door,Magnetic,entrance,OPEN,Enter home,normal
2025-01-14 19:00:06,floor_outside,Zone,outside,OFF,Enter home,normal
2025-01-14 19:00:06,floor_entrance,Zone,entrance,ON,Enter home,normal
2025-01-14 19:00:08,contact_front_door,Magnetic,entrance,CLOSED,Enter home,normal
2025-01-14 19:00:18,floor_entrance,Zone,entrance,OFF,Cook dinner,normal
2025-01-14 19:00:18,floor_bedroom,Zone,bedroom,ON,Cook dinner,normal
2025-01-14 19:00:23,floor_bedroom,Zone,bedroom,OFF,Cook dinner,normal
2025-01-14 19:00:23,floor_kitchen,Zone,kitchen,ON,Cook dinner,normal
2025-01-14 19:00:24,contact_fridge,Magnetic,kitchen,OPEN,Cook dinner,normal
2025-01-14 19:00:54,contact_fridge,Magnetic,kitchen,CLOSED,Cook dinner,normal
2025-01-14 19:01:02,power_oven,Power,kitchen,ON,Cook dinner,normal
2025-01-14 19:05:19,power_oven,Power,kitchen,OFF,Cook dinner,normal
2025-01-14 19:05:26,power_stove,Power,kitchen,ON,Cook dinner,normal
2025-01-14 19:08:16,power_stove,Power,kitchen,OFF,Cook dinner,normal
2025-01-14 19:08:25,floor_kitchen,Zone,kitchen,OFF,Eat dinner,normal
2025-01-14 19:08:25,floor_bedroom,Zone,bedroom,ON,Eat dinner,normal
2025-01-14 19:08:27,floor_bedroom,Zone,bedroom,OFF,Eat dinner,normal
2025-01-14 19:08:27,floor_dining_room,Zone,dining_room,ON,Eat dinner,normal
2025-01-14 19:16:35,floor_dining_room,Zone,dining_room,OFF,Watch TV,normal
2025-01-14 19:16:35,floor_livingroom,Zone,livingroom,ON,Watch TV,normal
2025-01-14 19:16:37,pressure_sofa,Pressure,livingroom,ON,Watch TV,normal
2025-01-14 19:16:43,power_tv,Power,livingroom,ON,Watch TV,normal
2025-01-14 19:34:10,power_tv,Power,livingroom,OFF,Watch TV,normal
2025-01-14 19:34:16,pressure_sofa,Pressure,livingroom,OFF,Watch TV,normal
2025-01-14 19:34:22,light_livingroom,Light,livingroom,ON,Read,normal
2025-01-14 19:34:26,pressure_sofa,Pressure,livingroom,ON,Read,normal
2025-01-14 19:44:31,pressure_sofa,Pressure,livingroom,OFF,Read,normal
2025-01-14 19:44:37,light_livingroom,Light,livingroom,OFF,Read,normal
2025-01-14 19:44:41,pressure_sofa,Pressure,livingroom,ON,Watch TV,normal
2025-01-14 19:44:47,power_tv,Power,livingroom,ON,Watch TV,normal
2025-01-14 20:03:50,power_tv,Power,livingroom,OFF,Watch TV,normal
2025-01-14 20:03:56,pressure_sofa,Pressure,livingroom,OFF,Watch TV,normal
2025-01-14 20:04:04,floor_livingroom,Zone,livingroom,OFF,Bathe,normal
2025-01-14 20:04:04,floor_dining_room,Zone,dining_room,ON,Bathe,normal
2025-01-14 20:04:07,floor_dining_room,Zone,dining_room,OFF,Bathe,normal
2025-01-14 20:04:07,floor_bathroom,Zone,bathroom,ON,Bathe,normal
2025-01-14 20:04:09,light_bathroom,Light,bathroom,ON,Bathe,normal
2025-01-14 20:09:48,light_bathroom,Light,bathroom,OFF,Bathe,normal
2025-01-14 20:11:43,floor_bathroom,Zone,bathroom,OFF,Take medication,normal
2025-01-14 20:11:43,floor_dining_room,Zone,dining_room,ON,Take medication,normal
2025-01-14 20:11:46,floor_dining_room,Zone,dining_room,OFF,Take medication,normal
2025-01-14 20:11:46,floor_bedroom,Zone,bedroom,ON,Take medication,normal
2025-01-14 20:11:47,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-14 20:12:20,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-14 20:12:29,pressure_bed,Pressure,bedroom,ON,Sleep,normal
2025-01-14 20:43:27,pressure_bed,Pressure,bedroom,OFF,Sleep,normal
2025-01-15 07:00:00,pressure_bed,Pressure,bedroom,ON,Sleep in Bed,normal
2025-01-15 07:23:39,pressure_bed,Pressure,bedroom,OFF,Sleep in Bed,normal
2025-01-15 07:23:46,contact_medication,Magnetic,bedroom,OPEN,Take medication,normal
2025-01-15 07:24:25,contact_medication,Magnetic,bedroom,CLOSED,Take medication,normal
2025-01-15 07:24:33,floor_bedroom,Zone,bedroom,OFF,Go to toilet,normal
2025-01-15 07:24:33,floor_dining_room,Zone,dining_room,ON,Go to toilet,normal
2025-01-15 07:24:36,floor_dining_room,Zone,dining_room,OFF,Go to toilet,normal
2025-01-15 07:24:36,floor_bathroom,Zone,bathroom,ON,Go to toilet,normal
2025-01-15 07:28:48,floor_bathroom,Zone,bathroom,OFF,Dress,normal
2025-01-15 07:28:48,floor_dining_room,Zone,dining_room,ON,Dress,normal
2025-01-15 07:28:51,floor_dining_room,Zone,dining_room,OFF,Dress,normal
